Voltage_V,Current_mA,Scan_Rate_mV_s
2.0,5.494550584784067e+26,2.0
1.9798989898989898,3.7260793895877556e+25,2.0
1.9597979797979799,-9.969635834505117e+25,2.0
1.9396969696969697,5.039947673225858e+25,2.0
1.9195959595959595,-3.676316158939756e+26,2.0
1.8994949494949496,-2.6515408815148244e+26,2.0
1.8793939393939394,3.275938014550637e+26,2.0
1.8592929292929292,-1.7926687547540874e+26,2.0
1.8391919191919193,-2.8570270564278286e+26,2.0
1.819090909090909,1.4645291028735061e+26,2.0
1.798989898989899,3.2357947638394724e+26,2.0
1.778888888888889,1.9620285161969225e+26,2.0
1.7587878787878788,2.718220936912065e+26,2.0
1.7386868686868686,-2.0652989244886203e+26,2.0
1.7185858585858584,-3.8801309662433574e+26,2.0
1.6984848484848485,4.097149755409233e+26,2.0
1.6783838383838383,-8.805954688084257e+25,2.0
1.6582828282828284,-6.845250038039831e+25,2.0
1.6381818181818182,3.624650848774608e+26,2.0
1.618080808080808,1.517955480368578e+26,2.0
1.5979797979797978,1.2441208317114117e+26,2.0
1.5778787878787879,5.908306124113358e+26,2.0
1.5577777777777777,-1.75616562666764e+26,2.0
1.5376767676767678,2.532082020097315e+26,2.0
1.5175757575757576,1.5558920584549143e+25,2.0
1.4974747474747474,7.329901558716077e+25,2.0
1.4773737373737372,4.171200730813502e+26,2.0
1.4572727272727273,1.3858872327526896e+26,2.0
1.437171717171717,1.469013660697542e+26,2.0
1.4170707070707071,2.926879817608402e+26,2.0
1.396969696969697,-9.95958480917808e+25,2.0
1.3768686868686868,-2.2902088895623377e+26,2.0
1.3567676767676766,-2.8512913961521532e+26,2.0
1.3366666666666667,-5.3662005054640365e+26,2.0
1.3165656565656565,5.6114032417446376e+26,2.0
1.2964646464646465,-3.01066313290005e+26,2.0
1.2763636363636364,-6.038026434948561e+25,2.0
1.2562626262626262,-7.554253779846968e+25,2.0
1.236161616161616,8.389149689752805e+25,2.0
1.216060606060606,2.2261524007967422e+26,2.0
1.195959595959596,2.3482380017590414e+26,2.0
1.175858585858586,-1.5912222953264226e+26,2.0
1.1557575757575758,-4.560762935069077e+25,2.0
1.1356565656565656,7.71162606690775e+25,2.0
1.1155555555555554,-6.786797746871362e+25,2.0
1.0954545454545455,4.38645700841242e+26,2.0
1.0753535353535353,1.339873982109875e+26,2.0
1.0552525252525253,2.0054864759864992e+26,2.0
1.0351515151515152,1.8090074904062262e+26,2.0
1.015050505050505,3.202418137797629e+26,2.0
0.9949494949494948,4.940090648183937e+25,2.0
0.9748484848484849,-3.539063205642093e+26,2.0
0.9547474747474747,1.0907511385849934e+26,2.0
0.9346464646464645,-1.777557392994202e+26,2.0
0.9145454545454546,-1.4425985195831073e+26,2.0
0.8944444444444444,1.6001913950065953e+26,2.0
0.8743434343434342,3.379282923425847e+26,2.0
0.8542424242424242,5.805027757933691e+24,2.0
0.8341414141414141,8.428073917360103e+25,2.0
0.8140404040404039,4.645356160563823e+26,2.0
0.793939393939394,6.570170641711783e+25,2.0
0.7738383838383838,7.100010912477675e+26,2.0
0.7537373737373736,1.5432796689231796e+26,2.0
0.7336363636363636,-4.8051335445704026e+26,2.0
0.7135353535353535,2.0558744074221382e+26,2.0
0.6934343434343433,1.0401838245787391e+26,2.0
0.6733333333333333,3.5197440374172654e+26,2.0
0.6532323232323232,1.8371164858787504e+26,2.0
0.633131313131313,-3.7784732192195274e+25,2.0
0.613030303030303,-3.3411182132071705e+26,2.0
0.5929292929292929,-5.704258906872799e+25,2.0
0.5728282828282827,-2.321076103872037e+26,2.0
0.5527272727272727,-1.5842524426196993e+26,2.0
0.5326262626262626,1.6062344685476823e+26,2.0
0.5125252525252524,4.557180749288022e+26,2.0
0.49242424242424243,1.0770612890225829e+26,2.0
0.47232323232323226,-3.263573009417738e+26,2.0
0.4522222222222221,1.2133237052868894e+26,2.0
0.43212121212121213,3.26561546526969e+26,2.0
0.41202020202020195,-1.6641016929818715e+26,2.0
0.3919191919191918,-3.657337592925156e+25,2.0
0.3718181818181818,4.0084183309445666e+24,2.0
0.35171717171717165,-2.1419928344443326e+26,2.0
0.3316161616161615,1.7691617128733888e+26,2.0
0.3115151515151515,-3.3006832011120856e+25,2.0
0.29141414141414135,1.1449068926354225e+26,2.0
0.2713131313131312,-2.4219721889991002e+26,2.0
0.2512121212121212,-1.1938266767083262e+26,2.0
0.23111111111111104,1.9713836383810993e+26,2.0
0.21101010101010087,-1.0174642076726985e+26,2.0
0.19090909090909092,4.712896094985942e+26,2.0
0.17080808080808074,-1.0906098684422219e+26,2.0
0.15070707070707057,6.131661446432521e+25,2.0
0.13060606060606061,2.545046722671874e+26,2.0
0.11050505050505044,-3.870729731388287e+26,2.0
0.09040404040404026,-4.805259223042917e+26,2.0
0.07030303030303031,-4.1635264583521715e+26,2.0
0.05020202020202014,3.4456006050059856e+26,2.0
0.030101010101009962,-1.5060246332922152e+26,2.0
0.01,6.981343248737313e+26,2.0
0.030067114093959735,-1.5398355341476123e+26,2.0
0.05013422818791947,5.03641761546244e+25,2.0
0.0702013422818792,4.208428548348246e+26,2.0
0.09026845637583893,5.474641135094835e+26,2.0
0.11033557046979865,5.625857280793845e+26,2.0
0.1304026845637584,3.2976396613096305e+26,2.0
0.15046979865771815,2.7946735975227947e+26,2.0
0.17053691275167787,1.617010074107666e+26,2.0
0.1906040268456376,2.1241526704423264e+26,2.0
0.21067114093959732,-1.5041895684391421e+26,2.0
0.23073825503355708,-2.232870317377411e+26,2.0
0.2508053691275168,-9.208917223955819e+23,2.0
0.27087248322147656,-4.644349922851919e+25,2.0
0.2909395973154363,-1.236862428988921e+26,2.0
0.311006711409396,1.9004460801955764e+26,2.0
0.33107382550335573,2.6070344111581496e+26,2.0
0.35114093959731546,2.412629939399939e+25,2.0
0.3712080536912752,4.032189639786775e+26,2.0
0.3912751677852349,-3.1156773570245044e+26,2.0
0.41134228187919464,-5.284979814398665e+25,2.0
0.4314093959731544,-1.956212987987512e+26,2.0
0.45147651006711415,-5.093791122187755e+26,2.0
0.47154362416107387,-2.256361539707481e+25,2.0
0.4916107382550336,-3.322497783749478e+25,2.0
0.5116778523489933,4.130214642182051e+26,2.0
0.5317449664429531,1.7214893772596463e+26,2.0
0.5518120805369128,-2.7950128090230608e+26,2.0
0.5718791946308726,5.0598312230901866e+26,2.0
0.5919463087248322,3.332209259260247e+26,2.0
0.612013422818792,1.5885485915748614e+26,2.0
0.6320805369127517,-6.180766460649677e+25,2.0
0.6521476510067115,-2.6183162021028615e+26,2.0
0.6722147651006712,-1.015754823252227e+26,2.0
0.6922818791946309,2.9712023876819982e+26,2.0
0.7123489932885907,5.143048845845695e+26,2.0
0.7324161073825504,4.211522084154694e+26,2.0
0.7524832214765101,-1.3340733966881899e+26,2.0
0.7725503355704698,-3.0554435898918003e+26,2.0
0.7926174496644296,3.8447952597897144e+25,2.0
0.8126845637583893,-4.8260830556633045e+26,2.0
0.832751677852349,8.819268898530893e+25,2.0
0.8528187919463088,-4.0280846184475374e+25,2.0
0.8728859060402685,-1.2718167830826804e+26,2.0
0.8929530201342283,-4.351955516043985e+26,2.0
0.913020134228188,1.4016181837900204e+26,2.0
0.9330872483221477,-1.4537442143014713e+26,2.0
0.9531543624161074,-3.192711001182458e+26,2.0
0.9732214765100672,-7.838423114116026e+26,2.0
0.993288590604027,-7.508836301027474e+24,2.0
