Voltage_V,Current_mA,Scan_Rate_mV_s
2.0,-3.3311657781606864e+25,1.0
1.9798989898989898,1.7051993667313343e+26,1.0
1.9597979797979799,1.2587879465796436e+26,1.0
1.9396969696969697,-3.04196203119022e+26,1.0
1.9195959595959595,2.8492792109857755e+26,1.0
1.8994949494949496,2.663161511848457e+26,1.0
1.8793939393939394,-1.2071476447545191e+26,1.0
1.8592929292929292,7.6378190916728915e+25,1.0
1.8391919191919193,9.53329758241131e+25,1.0
1.819090909090909,5.0302202593146055e+25,1.0
1.798989898989899,-1.0619233795548566e+26,1.0
1.778888888888889,-1.2960310561990762e+26,1.0
1.7587878787878788,-4.93116507229809e+24,1.0
1.7386868686868686,2.263014281220116e+26,1.0
1.7185858585858584,1.0489848006594368e+26,1.0
1.6984848484848485,-7.151741794505424e+25,1.0
1.6783838383838383,1.489146400219267e+26,1.0
1.6582828282828284,-5.4968304556554566e+26,1.0
1.6381818181818182,2.216772271963018e+26,1.0
1.618080808080808,-3.35712431167071e+26,1.0
1.5979797979797978,-6.994019991786788e+25,1.0
1.5778787878787879,-2.160626115954882e+26,1.0
1.5577777777777777,-2.498345826773916e+26,1.0
1.5376767676767678,2.240046540446852e+26,1.0
1.5175757575757576,-9.025226407710204e+25,1.0
1.4974747474747474,6.6864826864051045e+25,1.0
1.4773737373737372,-9.054260413959944e+24,1.0
1.4572727272727273,9.205453097984249e+25,1.0
1.437171717171717,1.4824314290020685e+25,1.0
1.4170707070707071,-2.475789087644058e+26,1.0
1.396969696969697,1.922495299281554e+26,1.0
1.3768686868686868,-9.528016908394904e+25,1.0
1.3567676767676766,-3.0037348676788845e+26,1.0
1.3366666666666667,-8.26133489974088e+25,1.0
1.3165656565656565,2.896014989662817e+26,1.0
1.2964646464646465,1.6406722282036992e+26,1.0
1.2763636363636364,-6.727937500194804e+25,1.0
1.2562626262626262,-6.739623178009825e+25,1.0
1.236161616161616,-6.2065890580030255e+25,1.0
1.216060606060606,4.007498953310444e+26,1.0
1.195959595959596,7.370205422933491e+25,1.0
1.175858585858586,8.298510289358329e+25,1.0
1.1557575757575758,1.9881371723140118e+26,1.0
1.1356565656565656,4.607912526872572e+25,1.0
1.1155555555555554,-4.9987342540210555e+25,1.0
1.0954545454545455,-3.7889614961432192e+25,1.0
1.0753535353535353,-1.3816889407325528e+25,1.0
1.0552525252525253,-7.182772056782289e+24,1.0
1.0351515151515152,1.404106159054894e+26,1.0
1.015050505050505,1.00239935056825e+25,1.0
0.9949494949494948,1.4137749817674673e+26,1.0
0.9748484848484849,-1.5575872126056368e+25,1.0
0.9547474747474747,1.5174226501221227e+25,1.0
0.9346464646464645,-3.8559262920459205e+26,1.0
0.9145454545454546,1.7682367944148457e+26,1.0
0.8944444444444444,6.686185398934711e+25,1.0
0.8743434343434342,1.9258593254043295e+26,1.0
0.8542424242424242,-5.58890172929325e+26,1.0
0.8341414141414141,4.029935028119173e+26,1.0
0.8140404040404039,-2.69365995851654e+25,1.0
0.793939393939394,2.1384595113639788e+26,1.0
0.7738383838383838,-2.0067056510876175e+26,1.0
0.7537373737373736,1.1824693234772278e+26,1.0
0.7336363636363636,-2.032775185162537e+26,1.0
0.7135353535353535,-1.203686473699868e+26,1.0
0.6934343434343433,3.6935048007469564e+26,1.0
0.6733333333333333,-3.6795967903793965e+25,1.0
0.6532323232323232,4.195800446565749e+25,1.0
0.633131313131313,1.6789690167727448e+26,1.0
0.613030303030303,9.565169500340127e+25,1.0
0.5929292929292929,2.9026324315352237e+25,1.0
0.5728282828282827,7.042649599084067e+25,1.0
0.5527272727272727,4.637869167782428e+26,1.0
0.5326262626262626,-1.111869473960685e+25,1.0
0.5125252525252524,3.880606725521091e+25,1.0
0.49242424242424243,2.027446963050164e+26,1.0
0.47232323232323226,2.133332524820678e+26,1.0
0.4522222222222221,2.2906114486380205e+26,1.0
0.43212121212121213,1.232557207947993e+26,1.0
